Event name,Customer ID,Screen,Time,Event ID,Device Info,OS,App Version
Click,7199125210,Banner7,2024-03-15 10:17:37,7dd6adc7-497b-4312-8b17-d9be72e1225e,Galaxy M series,Android,['6.0.11']
Scroll,7199125210,Banner7,2024-03-15 10:17:47,01a61173-137d-4b69-b465-53d4d2b8f1e6,Galaxy M series,Android,['6.0.11']
Swipe back,7199125210,Home,2024-03-15 10:18:07,aa303004-0bad-48f2-82d9-e649ff9cfa26,Galaxy M series,Android,['6.0.11']
Swipe,7199125210,App Kill,2024-03-15 10:18:17,0409be6b-0859-4863-aa0b-8fc8cb168441,Galaxy M series,Android,['6.0.11']
Click,7371078235,App Launch,2024-03-15 10:19:40,e9a205ac-25da-4f30-bbc4-3c3825a2f11e,Lenovo K series,Android,['6.0.48']
Click,7371078235,Fiber,2024-03-15 10:19:50,8d5db93e-5700-4f49-a50d-694836ce0d6b,Lenovo K series,Android,['6.0.48']
Click,7371078235,Book Fiber,2024-03-15 10:20:00,6a3bb382-9eca-47e0-ac61-d936eaa8cdc5,Lenovo K series,Android,['6.0.48']
Input,7371078235,pin code,2024-03-15 10:20:10,6a22a47f-31b9-46ce-84cc-62724f56ee0d,Lenovo K series,Android,['6.0.48']
Input,7371078235,address,2024-03-15 10:20:40,9fdaf4e0-dbf5-4770-89b9-956b94571952,Lenovo K series,Android,['6.0.48']
Input,7371078235,houseflat,2024-03-15 10:21:10,29863f97-12d9-4bf8-869e-ad52e8d57d77,Lenovo K series,Android,['6.0.48']
Input,7371078235,yourname,2024-03-15 10:21:40,d91e9a94-22e9-4e21-b12b-9c94c9eda69e,Lenovo K series,Android,['6.0.48']
Click,7371078235,proceed,2024-03-15 10:22:10,63803bb0-778c-4a9a-8ead-15be5f46f160,Lenovo K series,Android,['6.0.48']
Click,7643856514,App Launch,2024-03-15 10:20:30,ad682f6e-6ba3-40cb-b422-bcf77bd1d9bd,Galaxy S9,Android,['7.0.57']
Click,7643856514,port_no,2024-03-15 10:20:40,303bf41f-3524-4e79-bf36-3c1a83af9445,Galaxy S9,Android,['7.0.57']
Swipe back,7643856514,Home,2024-03-15 10:20:50,15b31757-d298-49dc-ae6f-4488238fc3c9,Galaxy S9,Android,['7.0.57']
Swipe,7643856514,App Kill,2024-03-15 10:21:00,96e8c9df-3295-42bc-94b8-3cb6c9d0ee30,Galaxy S9,Android,['7.0.57']
Click,7098319660,App Launch,2024-03-15 10:20:48,3b11a85c-fa82-4ec7-ba71-bd94809ee4f7,iPhone 5,IOS,['7.0.25']
Click,7098319660,Events,2024-03-15 10:20:58,e712574d-405f-4492-91d5-cf5d2c1bcac7,iPhone 5,IOS,['7.0.25']
Click,7098319660,Event Choosen,2024-03-15 10:21:08,7d5f4049-c891-4550-9807-d2828495f378,iPhone 5,IOS,['7.0.25']
Click,7098319660,Join Event,2024-03-15 10:21:28,d7982225-edd6-4df9-b8e9-b9c537f6a2f4,iPhone 5,IOS,['7.0.25']
Swipe back,7098319660,Home,2024-03-15 10:22:28,f37596e6-ca49-4403-bd57-2856bf81de67,iPhone 5,IOS,['7.0.25']
Swipe,7098319660,App Kill,2024-03-15 10:22:38,a8197810-f017-4462-9655-27ae4028404f,iPhone 5,IOS,['7.0.25']
Click,8479397483,App Launch,2024-03-15 10:23:11,3abaac9b-48c1-4161-8067-4c5e8ff41c39,Pixel 2 XL,Android,['7.0.01']
Click,8479397483,nonjio_no,2024-03-15 10:23:21,c4405128-4d4b-4a40-a13a-743afc373f24,Pixel 2 XL,Android,['7.0.01']
Swipe back,8479397483,Home,2024-03-15 10:23:31,6e26623f-6b9f-4be2-b9f4-db23a4e5cc80,Pixel 2 XL,Android,['7.0.01']
Swipe,8479397483,App Kill,2024-03-15 10:23:41,96e8d2df-3748-47f1-b055-dee79f34b813,Pixel 2 XL,Android,['7.0.01']
Click,7967877701,App Launch,2024-03-15 10:28:38,3aa812e4-41db-4a56-9e74-34dcaea6f1f5,Mi series,Android,['7.0.60']
Click,7967877701,getpostpaid,2024-03-15 10:28:48,3abc49bc-5257-44a7-b6b0-417e985beb12,Mi series,Android,['7.0.60']
Swipe back,7967877701,Home,2024-03-15 10:28:58,1308a408-b047-496c-8cc0-b05bca70fc18,Mi series,Android,['7.0.60']
Swipe,7967877701,App Kill,2024-03-15 10:29:08,253d814b-5d68-4ffb-afc8-d12823a006ac,Mi series,Android,['7.0.60']
Click,7988533506,App Launch,2024-03-15 10:29:16,3b9c9a07-ee35-4706-a031-09cb141bbb99,Galaxy Note20,Android,['5.0.28']
Click,7988533506,Banner1,2024-03-15 10:29:26,7e24b371-758b-4d57-b5ce-67638ac0eba1,Galaxy Note20,Android,['5.0.28']
Scroll,7988533506,Banner1,2024-03-15 10:29:36,139718aa-2d67-4a69-8bf2-e77c6052bfaa,Galaxy Note20,Android,['5.0.28']
Swipe back,7988533506,Home,2024-03-15 10:29:56,c9c16a93-7917-44e6-b767-8368c63fd600,Galaxy Note20,Android,['5.0.28']
Swipe,7988533506,App Kill,2024-03-15 10:30:06,7e1fea23-ab4c-45b7-83b2-21d5718f8439,Galaxy Note20,Android,['5.0.28']
Click,8009901672,App Launch,2024-03-15 10:30:15,068c7dce-02e3-4a80-ba47-bef8c9403a3d,Pixel 4a 5G,Android,['6.0.04']
Click,8009901672,Banner6,2024-03-15 10:30:25,de6b959c-58dc-4e4a-b061-8033718381dc,Pixel 4a 5G,Android,['6.0.04']
Scroll,8009901672,Banner6,2024-03-15 10:30:35,0fca1be7-6e64-4ae0-8f7a-116a19f095d3,Pixel 4a 5G,Android,['6.0.04']
Swipe back,8009901672,Home,2024-03-15 10:30:55,03771469-ca7d-4c8f-8fe9-2f28dc2ceda5,Pixel 4a 5G,Android,['6.0.04']
Swipe,8009901672,App Kill,2024-03-15 10:31:05,33b2f6df-a0da-4f92-8e4d-0d25e3f567d7,Pixel 4a 5G,Android,['6.0.04']
Click,9438697198,App Launch,2024-03-15 10:30:24,36325dea-42c0-4bb7-b320-b71abda357f2,Motorola Moto series,Android,['7.0.60']
Click,9438697198,bookfiber,2024-03-15 10:30:34,b6e930d3-6fb6-48d6-a8e7-b25f32ca4aec,Motorola Moto series,Android,['7.0.60']
Swipe back,9438697198,Home,2024-03-15 10:30:44,e13b96d6-8a4c-48d2-8b34-58a4ec0fb480,Motorola Moto series,Android,['7.0.60']
Swipe,9438697198,App Kill,2024-03-15 10:30:54,55390af3-0fa6-434a-9edb-d2c2c34b1cc8,Motorola Moto series,Android,['7.0.60']
Click,9318483059,App Launch,2024-03-15 10:33:33,c9538da4-ae8e-41ed-844a-1ff273984081,Nova series,Android,['7.0.57']
Click,9318483059,UPI,2024-03-15 10:33:43,bf9cd542-b525-4e3a-97aa-11062d2d5575,Nova series,Android,['7.0.57']
Scroll,9318483059,UPI,2024-03-15 10:33:53,6b054e1e-a1e2-4a53-9676-663fd1118af8,Nova series,Android,['7.0.57']
Swipe back,9318483059,Home,2024-03-15 10:34:13,3a82df9c-db58-499f-a224-e7e48cb82aae,Nova series,Android,['7.0.57']
Swipe,9318483059,App Kill,2024-03-15 10:34:23,ea7a6173-e742-4b75-8488-29cd604d2b44,Nova series,Android,['7.0.57']
Click,8453523280,App Launch,2024-03-15 10:36:04,f5d9fae2-d010-48e8-b6db-2894ac7e97e2,OnePlus 12,Android,['7.0.47']
Click,8453523280,getprepaid,2024-03-15 10:36:14,f6790a78-79e8-4a5f-b383-901fad350bb8,OnePlus 12,Android,['7.0.47']
Swipe back,8453523280,Home,2024-03-15 10:36:24,3a5f4c9f-5845-4282-9e60-e7bf3f7cd190,OnePlus 12,Android,['7.0.47']
Swipe,8453523280,App Kill,2024-03-15 10:36:34,46aeda54-85a1-4e14-82cf-fc0938649236,OnePlus 12,Android,['7.0.47']
Click,9658673860,App Launch,2024-03-15 10:36:55,fa49f216-5daa-4938-945c-78af0584dc4a,Honor series,Android,['7.0.60']
Click,9658673860,Banner6,2024-03-15 10:37:05,5048d8d3-fbe7-45aa-9411-9d38ca5cc904,Honor series,Android,['7.0.60']
Scroll,9658673860,Banner6,2024-03-15 10:37:15,4abdf9e6-2abe-420f-bca8-9e27956abefe,Honor series,Android,['7.0.60']
Swipe back,9658673860,Home,2024-03-15 10:37:35,6ca54eec-7448-4d89-82cf-87411193fd2a,Honor series,Android,['7.0.60']
Swipe,9658673860,App Kill,2024-03-15 10:37:45,40a7a4b3-e644-4cef-8649-933f186a84d3,Honor series,Android,['7.0.60']
Click,9391296601,App Launch,2024-03-15 10:37:40,732f18a8-bdcd-4ca2-b577-c09c007a8d85,OnePlus 11,Android,['7.0.57']
Click,9391296601,getjofiber,2024-03-15 10:37:50,67371305-1e26-415d-a752-96288c2c7094,OnePlus 11,Android,['7.0.57']
Click,9391296601,Book your Fiber Today,2024-03-15 10:38:00,b8be4937-04cd-4fa0-a58c-5b0e34f141db,OnePlus 11,Android,['7.0.57']
Input,9391296601,number,2024-03-15 10:38:20,5fed4853-2f81-48a6-b91a-5fd3a87e6608,OnePlus 11,Android,['7.0.57']
Input,9391296601,name,2024-03-15 10:38:50,69d9f06c-3e65-4fce-9a7b-7a76bafba759,OnePlus 11,Android,['7.0.57']
Input,9391296601,address,2024-03-15 10:39:20,0ab8382b-e577-47e8-b839-b4981a203a36,OnePlus 11,Android,['7.0.57']
Click,9391296601,Book,2024-03-15 10:39:50,0f21db3f-174f-4bda-9e73-9873593c4ff9,OnePlus 11,Android,['7.0.57']
Swipe back,9391296601,Home,2024-03-15 10:40:20,09b6469e-0ed6-4789-b159-608785fc28e2,OnePlus 11,Android,['7.0.57']
Swipe,9391296601,App Kill,2024-03-15 10:40:30,0a84e3b6-00f6-45c9-8eae-fdb80229e241,OnePlus 11,Android,['7.0.57']
Click,8368329546,App Launch,2024-03-15 10:42:38,308a102b-7694-4167-9b4b-2485ff48d5ec,Galaxy Note20,Android,['7.0.60']
Click,8368329546,Shop,2024-03-15 10:42:48,ecbea46d-3a98-4f88-8a17-432de0715449,Galaxy Note20,Android,['7.0.60']
Scroll,8368329546,Shop,2024-03-15 10:42:58,8641b0f9-0df0-4632-9ef4-9d6688f75491,Galaxy Note20,Android,['7.0.60']
Swipe back,8368329546,Home,2024-03-15 10:43:18,c7fec64b-407a-4f4a-8d18-0c491300cf75,Galaxy Note20,Android,['7.0.60']
Swipe,8368329546,App Kill,2024-03-15 10:43:28,5ff71049-a11d-4551-9e28-ae478daa0c87,Galaxy Note20,Android,['7.0.60']
Click,8519945786,App Launch,2024-03-15 10:42:39,4af5559b-0a32-41ce-85ee-a6aba440d23b,Redmi series,Android,['6.0.48']
Click,8519945786,UPI,2024-03-15 10:42:49,618b5ac2-decc-41d9-84fe-6f361b55cfc7,Redmi series,Android,['6.0.48']
Scroll,8519945786,UPI,2024-03-15 10:42:59,67a49903-b8a9-4245-b22b-2acb7964330e,Redmi series,Android,['6.0.48']
Click,8519945786,Send Money,2024-03-15 10:43:19,b6e89077-eb7d-47fe-a870-5915295ceb36,Redmi series,Android,['6.0.48']
Input,8519945786,Account number,2024-03-15 10:43:39,e7c10ce5-1834-48be-b589-e81cb9b95b27,Redmi series,Android,['6.0.48']
Input,8519945786,IFSC code,2024-03-15 10:44:09,6279c613-c619-4e49-8196-0b61f27386c9,Redmi series,Android,['6.0.48']
Input,8519945786,Amount,2024-03-15 10:44:39,a976a75a-e3fa-4f79-b912-f268dd82892e,Redmi series,Android,['6.0.48']
Click,8519945786,proceed,2024-03-15 10:45:09,43fa80e9-2845-4d15-ae41-444754c2c4ca,Redmi series,Android,['6.0.48']
Swipe back,8519945786,Home,2024-03-15 10:46:09,9103d162-5848-4a31-8ef5-f1da633d2df1,Redmi series,Android,['6.0.48']
Swipe,8519945786,App Kill,2024-03-15 10:46:19,20ca056a-a07a-4d1f-8e15-4196036f9fff,Redmi series,Android,['6.0.48']
Click,7815062044,App Launch,2024-03-15 10:43:54,e1dcc4c8-76ff-42d1-8b8f-f1dcf5b3f78b,Poco series,Android,['7.0.57']
Click,7815062044,UPI,2024-03-15 10:44:04,50a5656c-6cfe-4e0b-bdb9-d5253268639a,Poco series,Android,['7.0.57']
Scroll,7815062044,UPI,2024-03-15 10:44:14,bd456b1c-3b26-4feb-8a8b-80502879ca8b,Poco series,Android,['7.0.57']
Swipe back,7815062044,Home,2024-03-15 10:44:34,70a15a54-aaf1-4eec-b342-92c43f026cdc,Poco series,Android,['7.0.57']
Swipe,7815062044,App Kill,2024-03-15 10:44:44,ec827143-ca73-4396-a3e6-7bf947bcddb9,Poco series,Android,['7.0.57']
Click,8431604133,App Launch,2024-03-15 10:44:23,afb582a8-ae6d-4786-80f7-e870399362cc,iPhone 14 Pro Max,IOS,['7.0.03']
Click,8431604133,Music,2024-03-15 10:44:33,36d3c0f4-7e65-4ea4-98b6-6e285f67ccd7,iPhone 14 Pro Max,IOS,['7.0.03']
Scroll,8431604133,Music,2024-03-15 10:44:43,774729a6-e2e2-4f73-a480-ac64f34f5b92,iPhone 14 Pro Max,IOS,['7.0.03']
Click,8431604133,Music choosen,2024-03-15 10:45:03,91e5bbad-ccd6-4754-8452-998a4013ff54,iPhone 14 Pro Max,IOS,['7.0.03']
Click,8431604133,Play,2024-03-15 10:45:23,0c537310-04be-4343-a0c6-762aa9094b4e,iPhone 14 Pro Max,IOS,['7.0.03']
Swipe,8431604133,App running in background,2024-03-15 10:45:43,3bf1d20a-63ca-4ad9-9a0d-596472228659,iPhone 14 Pro Max,IOS,['7.0.03']
Click,8431604133,app launch,2024-03-15 10:45:53,0e61fc4c-b74c-441e-be05-eaf2909e72a4,iPhone 14 Pro Max,IOS,['7.0.03']
Click,8431604133,pause,2024-03-15 10:46:03,7b1efd9d-6636-4a01-bdc1-de4738bdc5c6,iPhone 14 Pro Max,IOS,['7.0.03']
Swipe,8431604133,App Kill,2024-03-15 10:46:13,8ade4edd-0ccd-45f8-8ce8-1e71a2d459e9,iPhone 14 Pro Max,IOS,['7.0.03']
Click,7800981245,App Launch,2024-03-15 10:44:33,a0015709-563f-488b-8d36-17db51deb8e8,Nokia 8,Android,['7.0.47']
Click,7800981245,Mobile,2024-03-15 10:44:43,19d1be89-1b38-4040-bc16-6b5f5e595ba8,Nokia 8,Android,['7.0.47']
Scroll,7800981245,Mobile,2024-03-15 10:44:53,c61c5a2e-3a4b-4c86-b990-95234f572378,Nokia 8,Android,['7.0.47']
Click,7800981245,Get Jio SIM,2024-03-15 10:45:13,fc1f16c9-a160-4b03-8270-a24e62d8401f,Nokia 8,Android,['7.0.47']
Input,7800981245,name,2024-03-15 10:45:23,cb7c93b3-3dd5-4a0a-b56c-5193e9094a75,Nokia 8,Android,['7.0.47']
Input,7800981245,phone number,2024-03-15 10:45:53,1610d194-e6d2-48db-863e-b03780921d62,Nokia 8,Android,['7.0.47']
Click,7800981245,generate otp,2024-03-15 10:46:23,ec335e39-e655-4a49-ae94-3b249caa35ce,Nokia 8,Android,['7.0.47']
Input,7800981245,otp,2024-03-15 10:46:53,dc678e01-2e07-4d12-9bd6-3a669f2aa218,Nokia 8,Android,['7.0.47']
Click,7800981245,proceed,2024-03-15 10:47:23,9932c781-d0bf-4d2c-b99f-ff93a50629ca,Nokia 8,Android,['7.0.47']
Swipe back,7800981245,Home,2024-03-15 10:48:23,89166994-7150-49f1-84a0-3d1ffc8ade38,Nokia 8,Android,['7.0.47']
Swipe,7800981245,App Kill,2024-03-15 10:48:33,c4be1b67-3f5c-4472-83d9-3bc3cb060ac6,Nokia 8,Android,['7.0.47']
Click,9572231834,App Launch,2024-03-15 10:46:56,757c47a1-7297-4789-bc5b-6fadb73113ac,Redmi series,Android,['7.0.25']
Click,9572231834,Banner5,2024-03-15 10:47:06,aad9e8c1-9140-4c7a-8398-fad9f4659f82,Redmi series,Android,['7.0.25']
Scroll,9572231834,Banner5,2024-03-15 10:47:16,9123c6f0-1003-4945-ba79-e0aa9aa69d07,Redmi series,Android,['7.0.25']
Swipe back,9572231834,Home,2024-03-15 10:47:36,d1a50106-6cd4-41dc-9818-fbf03fbcaf3b,Redmi series,Android,['7.0.25']
Swipe,9572231834,App Kill,2024-03-15 10:47:46,cd2d0ed9-c85a-43a0-ac5c-3c164068d91a,Redmi series,Android,['7.0.25']
Click,9079309809,App Launch,2024-03-15 10:54:25,1d3262e2-af5d-4fc9-9089-04d61fbf5232,OnePlus 2,Android,['7.0.25']
Click,9079309809,JioStore,2024-03-15 10:54:35,44596c85-cada-4ab1-a03e-3e2c38ca62b2,OnePlus 2,Android,['7.0.25']
Swipe back,9079309809,Home,2024-03-15 10:54:45,3b420865-0acb-4a10-b23b-4e983a7a0f77,OnePlus 2,Android,['7.0.25']
Swipe,9079309809,App Kill,2024-03-15 10:54:55,9d48e8fc-07a1-452e-9f7c-cc8e58f6b388,OnePlus 2,Android,['7.0.25']
Click,9956885284,App Launch,2024-03-15 10:54:31,f2497b65-1f11-4899-a006-5d186c181476,Pixel 4 XL,Android,['7.0.60']
Click,9956885284,Banner3,2024-03-15 10:54:41,3577f37e-c59f-4714-833a-5f7118317d98,Pixel 4 XL,Android,['7.0.60']
Scroll,9956885284,Banner3,2024-03-15 10:54:51,3a145341-5fef-4cd9-8f8b-cfa1ce829964,Pixel 4 XL,Android,['7.0.60']
Swipe back,9956885284,Home,2024-03-15 10:55:11,507aa368-cc24-4db5-ae15-5d057c168a34,Pixel 4 XL,Android,['7.0.60']
Swipe,9956885284,App Kill,2024-03-15 10:55:21,1ab4d3a4-922c-4776-a4b3-498d6420df92,Pixel 4 XL,Android,['7.0.60']
Click,7642072681,App Launch,2024-03-15 11:00:24,6f307b0f-85b3-4f7d-b8fd-ccfc9d62e340,OnePlus 5/5T,Android,['7.0.57']
Click,7642072681,Shop,2024-03-15 11:00:34,3752d3da-946d-46e7-a236-e2fc31ff93af,OnePlus 5/5T,Android,['7.0.57']
Scroll,7642072681,Shop,2024-03-15 11:00:44,fc43dd5b-741d-4a11-bc22-74b870bd915c,OnePlus 5/5T,Android,['7.0.57']
Swipe back,7642072681,Home,2024-03-15 11:01:04,0067397a-7bc7-41f6-be00-c56387374d72,OnePlus 5/5T,Android,['7.0.57']
Swipe,7642072681,App Kill,2024-03-15 11:01:14,867a157d-949e-4dc9-ab99-125a2ba4c433,OnePlus 5/5T,Android,['7.0.57']
Click,7683336091,App Launch,2024-03-15 11:08:31,551d9e5f-5ae8-406a-a080-90379e0d62de,Pixel 2,Android,['7.0.01']
Click,7683336091,getjofiber,2024-03-15 11:08:41,b5165dac-3973-4450-85a8-aa74996fb0fd,Pixel 2,Android,['7.0.01']
Swipe back,7683336091,Home,2024-03-15 11:08:51,fda370d5-805a-452a-846f-6829c13aaaeb,Pixel 2,Android,['7.0.01']
Swipe,7683336091,App Kill,2024-03-15 11:09:01,3a243cde-5a0e-4bf5-970f-6c87d6490960,Pixel 2,Android,['7.0.01']
Click,7741424570,App Launch,2024-03-15 11:10:57,89d71223-adf8-47f2-8d8c-23365f3fdace,Sony Xperia series,Android,['7.0.47']
Click,7741424570,Pharmacy,2024-03-15 11:11:07,eeb29f48-3454-4222-8148-1152f0bac264,Sony Xperia series,Android,['7.0.47']
Swipe back,7741424570,Home,2024-03-15 11:11:17,e5849530-e51a-4fb0-ae1d-00742980d92b,Sony Xperia series,Android,['7.0.47']
Swipe,7741424570,App Kill,2024-03-15 11:11:27,021a00c9-4006-43fc-9ef8-29d65f73e577,Sony Xperia series,Android,['7.0.47']
Click,7957259814,App Launch,2024-03-15 11:13:10,0caef785-7b4c-4b50-90ce-0cf2cfadfc8d,Pixel 7 Pro,Android,['7.0.47']
Click,7957259814,getprepaid,2024-03-15 11:13:20,73fac869-debd-4897-8ee4-4f3f1489bbb0,Pixel 7 Pro,Android,['7.0.47']
Click,7957259814,Port to Prepaid,2024-03-15 11:13:30,30f2b5fb-dea8-4177-aff5-1cd2fee982a2,Pixel 7 Pro,Android,['7.0.47']
Input,7957259814,number,2024-03-15 11:13:50,257506d4-5164-466d-9ced-7370e90d5d0d,Pixel 7 Pro,Android,['7.0.47']
Input,7957259814,name,2024-03-15 11:14:20,54b63e36-5690-4510-9ea1-7a438558b78c,Pixel 7 Pro,Android,['7.0.47']
Click,7957259814,Port,2024-03-15 11:14:50,16c9433b-9964-4a79-8640-70c99cad62ee,Pixel 7 Pro,Android,['7.0.47']
Swipe back,7957259814,Home,2024-03-15 11:15:20,b5fa112a-0c2e-4f68-9b39-79986777499a,Pixel 7 Pro,Android,['7.0.47']
Swipe,7957259814,App Kill,2024-03-15 11:15:30,7cc3e04e-a9ad-4c62-93b4-214565f0a3f7,Pixel 7 Pro,Android,['7.0.47']
Click,9434858581,App Launch,2024-03-15 11:13:26,ae6e9e33-cb35-4aa1-bbd3-dc261159d652,Galaxy J series,Android,['7.0.47']
Click,9434858581,Banner3,2024-03-15 11:13:36,b35863a1-175a-43a4-b625-40072b55eab8,Galaxy J series,Android,['7.0.47']
Scroll,9434858581,Banner3,2024-03-15 11:13:46,7aa716f2-9c7f-4190-95e8-7ef1a964c4ea,Galaxy J series,Android,['7.0.47']
Swipe back,9434858581,Home,2024-03-15 11:14:06,4f08a0fd-06bf-4ee8-9c60-abb2b0211455,Galaxy J series,Android,['7.0.47']
Swipe,9434858581,App Kill,2024-03-15 11:14:16,9da23669-334b-4905-8710-115b69c5b73c,Galaxy J series,Android,['7.0.47']
Click,8662223837,App Launch,2024-03-15 11:16:39,27685197-8322-4476-bfa2-d23fa9c43405,Galaxy Note20,Android,['7.0.47']
Click,8662223837,Health,2024-03-15 11:16:49,def5d82f-ffa5-4594-bc5b-d259c5a5f0d2,Galaxy Note20,Android,['7.0.47']
Scroll,8662223837,Health,2024-03-15 11:16:59,1a90d988-413c-4016-ac4a-cfbe86fc15b1,Galaxy Note20,Android,['7.0.47']
Swipe back,8662223837,Home,2024-03-15 11:17:19,db1a2f7c-0faf-4324-a549-35811c56e997,Galaxy Note20,Android,['7.0.47']
Swipe,8662223837,App Kill,2024-03-15 11:17:29,1df3a016-5e11-473d-a90f-4b8303d3b516,Galaxy Note20,Android,['7.0.47']
Click,7657195809,App Launch,2024-03-15 11:34:35,0d48f2fe-eef3-41a9-9ffb-cf84baa2d876,HTC One series,Android,['7.0.57']
Click,7657195809,Banner6,2024-03-15 11:34:45,661882ef-189c-4778-b8c8-ef08437a9e8e,HTC One series,Android,['7.0.57']
Scroll,7657195809,Banner6,2024-03-15 11:34:55,a6f5d441-4c71-4490-b623-2615a275f610,HTC One series,Android,['7.0.57']
Swipe back,7657195809,Home,2024-03-15 11:35:15,3fc451b5-b511-4bb8-be7c-36d9cf3a3c74,HTC One series,Android,['7.0.57']
Swipe,7657195809,App Kill,2024-03-15 11:35:25,b8d5a900-c721-4b39-b964-50fa318e4c4a,HTC One series,Android,['7.0.57']
Click,9785669120,App Launch,2024-03-15 11:35:26,d1055c23-ef29-482e-b0fd-98af7ebf3bef,Galaxy Note8,Android,['7.0.60']
Click,9785669120,Mobile,2024-03-15 11:35:36,1fa73264-d0da-4d3c-9646-29ca373e455e,Galaxy Note8,Android,['7.0.60']
Scroll,9785669120,Mobile,2024-03-15 11:35:46,cd840c31-42a8-42f9-a598-f3f85d12c6e7,Galaxy Note8,Android,['7.0.60']
Swipe back,9785669120,Home,2024-03-15 11:36:06,363d6da5-e7eb-4943-aed0-a54f52db641c,Galaxy Note8,Android,['7.0.60']
Swipe,9785669120,App Kill,2024-03-15 11:36:16,3e9ffde0-2d2f-4c49-a735-f6184106760e,Galaxy Note8,Android,['7.0.60']
Click,7387126092,App Launch,2024-03-15 11:36:45,d220df46-bd43-44a7-ac37-96bfc715776b,Poco series,Android,['7.0.47']
Click,7387126092,Fiber,2024-03-15 11:36:55,acbc930f-2f46-41ff-b165-d1aa9c752818,Poco series,Android,['7.0.47']
Click,7387126092,Book Fiber,2024-03-15 11:37:05,c9723bc7-346a-43ee-99ad-3bf671a39826,Poco series,Android,['7.0.47']
Input,7387126092,pin code,2024-03-15 11:37:15,31e0e873-fb0f-4311-85cc-daeb4437b6a0,Poco series,Android,['7.0.47']
Input,7387126092,address,2024-03-15 11:37:45,abc80c43-8fee-4563-8229-7bac4eca8efc,Poco series,Android,['7.0.47']
Input,7387126092,houseflat,2024-03-15 11:38:15,76f62150-006f-4a9b-8634-bc804e5bdc3d,Poco series,Android,['7.0.47']
Input,7387126092,yourname,2024-03-15 11:38:45,5832ac31-f5a4-4e87-b927-bda207ae407a,Poco series,Android,['7.0.47']
Click,7387126092,proceed,2024-03-15 11:39:15,2f96b560-1039-4964-9981-6ffb2d66a87d,Poco series,Android,['7.0.47']
Click,8266773503,App Launch,2024-03-15 11:37:23,ce103702-fc28-405c-8a5c-eee587d00f69,Galaxy A series,Android,['7.0.60']
Click,8266773503,Mobile,2024-03-15 11:37:33,202116e1-f94f-4d9c-b1d0-d212384b6a20,Galaxy A series,Android,['7.0.60']
Scroll,8266773503,Mobile,2024-03-15 11:37:43,1ffe833f-2687-462c-a626-f9480152d3c3,Galaxy A series,Android,['7.0.60']
Swipe back,8266773503,Home,2024-03-15 11:38:03,fd904825-0c14-4e9b-ab31-885c2ab930d8,Galaxy A series,Android,['7.0.60']
Swipe,8266773503,App Kill,2024-03-15 11:38:13,f019ee43-df83-4694-b6e3-bcc9f09ac378,Galaxy A series,Android,['7.0.60']
Click,9755578883,App Launch,2024-03-15 11:39:46,ce89b601-43bc-4623-9431-0a957d0b3c35,Pixel 3a,Android,['7.0.03']
Click,9755578883,Bank,2024-03-15 11:39:56,9e7cb6d6-b663-4aef-97da-659dc7db23d8,Pixel 3a,Android,['7.0.03']
Click,9755578883,Check Balance,2024-03-15 11:40:06,516dbf6d-8e70-4c45-8b3d-69d98d58ecca,Pixel 3a,Android,['7.0.03']
Click,9755578883,proceed,2024-03-15 11:40:26,c46e051a-7d11-4adf-ab80-22d9e627cd06,Pixel 3a,Android,['7.0.03']
Swipe back,9755578883,Home,2024-03-15 11:41:06,5e4cf0d6-081a-43f1-9fd5-b3fb80b98a47,Pixel 3a,Android,['7.0.03']
Swipe,9755578883,App Kill,2024-03-15 11:41:16,54bda784-904c-4b39-a0e3-204d60a45713,Pixel 3a,Android,['7.0.03']
Click,7278141044,App Launch,2024-03-15 11:40:33,008d4870-16b1-48bf-8a31-76c238d93011,Nova series,Android,['7.0.03']
Click,7278141044,Banner5,2024-03-15 11:40:43,ac1f7f1b-7430-4234-94bf-9a37a2172d74,Nova series,Android,['7.0.03']
Scroll,7278141044,Banner5,2024-03-15 11:40:53,270d87db-d9af-4c1f-8862-42077914349a,Nova series,Android,['7.0.03']
Swipe back,7278141044,Home,2024-03-15 11:41:13,6bdf99bb-17c8-4604-9f76-52e76579e08b,Nova series,Android,['7.0.03']
Swipe,7278141044,App Kill,2024-03-15 11:41:23,68a3a2b1-815a-4de1-ac41-ea2ce4fce821,Nova series,Android,['7.0.03']
Click,7628819601,App Launch,2024-03-15 11:41:36,07a78b66-df00-40d8-8466-12b55a92f8e5,LG G series,Android,['7.0.25']
Click,7628819601,Banner1,2024-03-15 11:41:46,f262fc43-7d2c-4d36-bbe1-d18f30198e76,LG G series,Android,['7.0.25']
Scroll,7628819601,Banner1,2024-03-15 11:41:56,598456fd-a328-4c6e-a9f7-80ad4a1f321d,LG G series,Android,['7.0.25']
Swipe back,7628819601,Home,2024-03-15 11:42:16,4ed486d7-30fc-4c68-9a5a-810ffeeb132a,LG G series,Android,['7.0.25']
Swipe,7628819601,App Kill,2024-03-15 11:42:26,e05d4a48-bb30-4c25-b652-92a4bb7caab4,LG G series,Android,['7.0.25']
Click,8606526425,App Launch,2024-03-15 11:42:23,584962c3-691e-4b0b-b9e0-b42e3c0e1501,OnePlus One,Android,['6.0.48']
